series_key,label,family,currency,country,pair,distinct_packages,complete_inputs,complete_inputs_pct,represented_years,collisions,collision_pct,open_market_entries,clean_pre_entry_14,clean_6h4,clean_12h4,clean_30h4,clean_42h4,clean_60h4,joint_complete_pre14,joint_clean_6h4,joint_clean_12h4,joint_clean_30h4,joint_clean_42h4,joint_clean_60h4
USD:US:840140001:r0,"Initial Jobless Claims","Labor / Employment",USD,US,AUDUSD,417,296,71.0,"2015–2022",272,65.2,414,408,407,369,365,344,340,292,291,262,260,245,243
USD:US:840140001:r0,"Initial Jobless Claims","Labor / Employment",USD,US,EURUSD,417,296,71.0,"2015–2022",272,65.2,414,407,406,372,368,349,345,292,291,265,263,250,248
USD:US:840140001:r0,"Initial Jobless Claims","Labor / Employment",USD,US,USDCAD,417,296,71.0,"2015–2022",272,65.2,414,408,407,369,365,344,340,292,291,262,260,245,243
USD:US:840140001:r0,"Initial Jobless Claims","Labor / Employment",USD,US,USDCHF,417,296,71.0,"2015–2022",272,65.2,413,408,407,369,365,342,338,292,291,263,261,246,244
USD:US:840140001:r0,"Initial Jobless Claims","Labor / Employment",USD,US,USDJPY,417,296,71.0,"2015–2022",272,65.2,414,408,407,370,366,346,342,292,291,263,261,247,245
USD:US:840140002:r0,"Continuing Jobless Claims","Labor / Employment",USD,US,AUDUSD,417,296,71.0,"2015–2022",272,65.2,414,408,407,369,365,344,340,292,291,262,260,245,243
USD:US:840140002:r0,"Continuing Jobless Claims","Labor / Employment",USD,US,EURUSD,417,296,71.0,"2015–2022",272,65.2,414,407,406,372,368,349,345,292,291,265,263,250,248
USD:US:840140002:r0,"Continuing Jobless Claims","Labor / Employment",USD,US,USDCAD,417,296,71.0,"2015–2022",272,65.2,414,408,407,369,365,344,340,292,291,262,260,245,243
USD:US:840140002:r0,"Continuing Jobless Claims","Labor / Employment",USD,US,USDCHF,417,296,71.0,"2015–2022",272,65.2,413,408,407,369,365,342,338,292,291,263,261,246,244
USD:US:840140002:r0,"Continuing Jobless Claims","Labor / Employment",USD,US,USDJPY,417,296,71.0,"2015–2022",272,65.2,414,408,407,370,366,346,342,292,291,263,261,247,245
USD:US:840140001:r0,"Initial Jobless Claims","Labor / Employment",USD,US,GBPUSD,417,296,71.0,"2015–2022",272,65.2,414,407,406,369,364,344,339,291,290,262,259,245,242
USD:US:840140001:r0,"Initial Jobless Claims","Labor / Employment",USD,US,NZDUSD,417,296,71.0,"2015–2022",272,65.2,413,407,406,367,362,340,335,291,290,261,258,243,241
USD:US:840140002:r0,"Continuing Jobless Claims","Labor / Employment",USD,US,GBPUSD,417,296,71.0,"2015–2022",272,65.2,414,407,406,369,364,344,339,291,290,262,259,245,242
USD:US:840140002:r0,"Continuing Jobless Claims","Labor / Employment",USD,US,NZDUSD,417,296,71.0,"2015–2022",272,65.2,413,407,406,367,362,340,335,291,290,261,258,243,241
USD:US:840200009:r0,"EIA Natural Gas Storage Change","Unclassified",USD,US,AUDUSD,417,281,67.4,"2015–2022",23,5.5,415,410,409,370,365,345,340,279,278,248,246,231,229
USD:US:840200009:r0,"EIA Natural Gas Storage Change","Unclassified",USD,US,EURUSD,417,281,67.4,"2015–2022",23,5.5,415,409,408,373,368,350,345,279,278,251,249,236,234
USD:US:840200009:r0,"EIA Natural Gas Storage Change","Unclassified",USD,US,NZDUSD,417,281,67.4,"2015–2022",23,5.5,414,409,408,368,362,341,335,279,278,248,246,231,229
USD:US:840200009:r0,"EIA Natural Gas Storage Change","Unclassified",USD,US,USDCAD,417,281,67.4,"2015–2022",23,5.5,415,410,409,370,365,345,340,279,278,248,246,231,229
USD:US:840200009:r0,"EIA Natural Gas Storage Change","Unclassified",USD,US,USDCHF,417,281,67.4,"2015–2022",23,5.5,414,410,409,370,365,343,338,279,278,249,247,232,230
USD:US:840200009:r0,"EIA Natural Gas Storage Change","Unclassified",USD,US,USDJPY,417,281,67.4,"2015–2022",23,5.5,415,410,409,371,366,347,342,279,278,249,247,233,231
USD:US:840200001:r0,"EIA Crude Oil Stocks Change","Unclassified",USD,US,AUDUSD,416,280,67.3,"2015–2022",16,3.8,416,412,410,403,366,362,342,278,278,272,245,243,228
USD:US:840200001:r0,"EIA Crude Oil Stocks Change","Unclassified",USD,US,EURUSD,416,280,67.3,"2015–2022",16,3.8,416,411,409,403,369,365,347,278,278,273,248,246,233
USD:US:840200001:r0,"EIA Crude Oil Stocks Change","Unclassified",USD,US,NZDUSD,416,280,67.3,"2015–2022",16,3.8,416,412,409,401,364,359,338,278,278,272,245,243,228
USD:US:840200001:r0,"EIA Crude Oil Stocks Change","Unclassified",USD,US,USDCAD,416,280,67.3,"2015–2022",16,3.8,416,412,410,403,366,362,342,278,278,272,245,243,228
USD:US:840200001:r0,"EIA Crude Oil Stocks Change","Unclassified",USD,US,USDCHF,416,280,67.3,"2015–2022",16,3.8,416,413,411,403,366,361,340,278,278,272,246,244,229
USD:US:840200001:r0,"EIA Crude Oil Stocks Change","Unclassified",USD,US,USDJPY,416,280,67.3,"2015–2022",16,3.8,416,412,410,404,367,363,344,278,278,273,246,244,230
USD:US:840200005:r0,"EIA Distillates Stocks Change","Unclassified",USD,US,AUDUSD,416,280,67.3,"2015–2022",16,3.8,416,412,410,403,366,362,342,278,278,272,245,243,228
USD:US:840200005:r0,"EIA Distillates Stocks Change","Unclassified",USD,US,EURUSD,416,280,67.3,"2015–2022",16,3.8,416,411,409,403,369,365,347,278,278,273,248,246,233
USD:US:840200005:r0,"EIA Distillates Stocks Change","Unclassified",USD,US,NZDUSD,416,280,67.3,"2015–2022",16,3.8,416,412,409,401,364,359,338,278,278,272,245,243,228
USD:US:840200005:r0,"EIA Distillates Stocks Change","Unclassified",USD,US,USDCAD,416,280,67.3,"2015–2022",16,3.8,416,412,410,403,366,362,342,278,278,272,245,243,228
USD:US:840200005:r0,"EIA Distillates Stocks Change","Unclassified",USD,US,USDCHF,416,280,67.3,"2015–2022",16,3.8,416,413,411,403,366,361,340,278,278,272,246,244,229
USD:US:840200005:r0,"EIA Distillates Stocks Change","Unclassified",USD,US,USDJPY,416,280,67.3,"2015–2022",16,3.8,416,412,410,404,367,363,344,278,278,273,246,244,230
USD:US:840200008:r0,"EIA Gasoline Stocks Change","Unclassified",USD,US,AUDUSD,416,280,67.3,"2015–2022",16,3.8,416,412,410,403,366,362,342,278,278,272,245,243,228
USD:US:840200008:r0,"EIA Gasoline Stocks Change","Unclassified",USD,US,EURUSD,416,280,67.3,"2015–2022",16,3.8,416,411,409,403,369,365,347,278,278,273,248,246,233
USD:US:840200008:r0,"EIA Gasoline Stocks Change","Unclassified",USD,US,NZDUSD,416,280,67.3,"2015–2022",16,3.8,416,412,409,401,364,359,338,278,278,272,245,243,228
USD:US:840200008:r0,"EIA Gasoline Stocks Change","Unclassified",USD,US,USDCAD,416,280,67.3,"2015–2022",16,3.8,416,412,410,403,366,362,342,278,278,272,245,243,228
USD:US:840200008:r0,"EIA Gasoline Stocks Change","Unclassified",USD,US,USDCHF,416,280,67.3,"2015–2022",16,3.8,416,413,411,403,366,361,340,278,278,272,246,244,229
USD:US:840200008:r0,"EIA Gasoline Stocks Change","Unclassified",USD,US,USDJPY,416,280,67.3,"2015–2022",16,3.8,416,412,410,404,367,363,344,278,278,273,246,244,230
USD:US:840200002:r0,"EIA Cushing Crude Oil Stocks Change","Unclassified",USD,US,AUDUSD,363,280,77.1,"2016–2022",16,4.4,363,359,358,352,319,316,298,278,278,272,245,243,228
USD:US:840200002:r0,"EIA Cushing Crude Oil Stocks Change","Unclassified",USD,US,EURUSD,363,280,77.1,"2016–2022",16,4.4,363,358,357,352,322,319,303,278,278,273,248,246,233
USD:US:840200002:r0,"EIA Cushing Crude Oil Stocks Change","Unclassified",USD,US,NZDUSD,363,280,77.1,"2016–2022",16,4.4,363,359,357,350,317,313,294,278,278,272,245,243,228
USD:US:840200002:r0,"EIA Cushing Crude Oil Stocks Change","Unclassified",USD,US,USDCAD,363,280,77.1,"2016–2022",16,4.4,363,359,358,352,319,316,298,278,278,272,245,243,228
USD:US:840200002:r0,"EIA Cushing Crude Oil Stocks Change","Unclassified",USD,US,USDCHF,363,280,77.1,"2016–2022",16,4.4,363,360,360,354,322,319,300,278,278,272,246,244,229
USD:US:840200002:r0,"EIA Cushing Crude Oil Stocks Change","Unclassified",USD,US,USDJPY,363,280,77.1,"2016–2022",16,4.4,363,359,358,353,320,317,300,278,278,273,246,244,230
USD:US:840200003:r0,"EIA Crude Oil Imports Change","International Trade",USD,US,AUDUSD,363,280,77.1,"2016–2022",16,4.4,363,359,358,352,319,316,298,278,278,272,245,243,228
USD:US:840200003:r0,"EIA Crude Oil Imports Change","International Trade",USD,US,EURUSD,363,280,77.1,"2016–2022",16,4.4,363,358,357,352,322,319,303,278,278,273,248,246,233
USD:US:840200003:r0,"EIA Crude Oil Imports Change","International Trade",USD,US,NZDUSD,363,280,77.1,"2016–2022",16,4.4,363,359,357,350,317,313,294,278,278,272,245,243,228
USD:US:840200003:r0,"EIA Crude Oil Imports Change","International Trade",USD,US,USDCAD,363,280,77.1,"2016–2022",16,4.4,363,359,358,352,319,316,298,278,278,272,245,243,228
USD:US:840200003:r0,"EIA Crude Oil Imports Change","International Trade",USD,US,USDCHF,363,280,77.1,"2016–2022",16,4.4,363,360,360,354,322,319,300,278,278,272,246,244,229
USD:US:840200003:r0,"EIA Crude Oil Imports Change","International Trade",USD,US,USDJPY,363,280,77.1,"2016–2022",16,4.4,363,359,358,353,320,317,300,278,278,273,246,244,230
USD:US:840200004:r0,"EIA Distillate Fuel Production Change","Unclassified",USD,US,AUDUSD,363,280,77.1,"2016–2022",16,4.4,363,359,358,352,319,316,298,278,278,272,245,243,228
USD:US:840200004:r0,"EIA Distillate Fuel Production Change","Unclassified",USD,US,EURUSD,363,280,77.1,"2016–2022",16,4.4,363,358,357,352,322,319,303,278,278,273,248,246,233
USD:US:840200004:r0,"EIA Distillate Fuel Production Change","Unclassified",USD,US,NZDUSD,363,280,77.1,"2016–2022",16,4.4,363,359,357,350,317,313,294,278,278,272,245,243,228
USD:US:840200004:r0,"EIA Distillate Fuel Production Change","Unclassified",USD,US,USDCAD,363,280,77.1,"2016–2022",16,4.4,363,359,358,352,319,316,298,278,278,272,245,243,228
USD:US:840200004:r0,"EIA Distillate Fuel Production Change","Unclassified",USD,US,USDCHF,363,280,77.1,"2016–2022",16,4.4,363,360,360,354,322,319,300,278,278,272,246,244,229
USD:US:840200004:r0,"EIA Distillate Fuel Production Change","Unclassified",USD,US,USDJPY,363,280,77.1,"2016–2022",16,4.4,363,359,358,353,320,317,300,278,278,273,246,244,230
USD:US:840200006:r0,"EIA Gasoline Production Change","Unclassified",USD,US,AUDUSD,363,280,77.1,"2016–2022",16,4.4,363,359,358,352,319,316,298,278,278,272,245,243,228
USD:US:840200006:r0,"EIA Gasoline Production Change","Unclassified",USD,US,EURUSD,363,280,77.1,"2016–2022",16,4.4,363,358,357,352,322,319,303,278,278,273,248,246,233
USD:US:840200006:r0,"EIA Gasoline Production Change","Unclassified",USD,US,NZDUSD,363,280,77.1,"2016–2022",16,4.4,363,359,357,350,317,313,294,278,278,272,245,243,228
USD:US:840200006:r0,"EIA Gasoline Production Change","Unclassified",USD,US,USDCAD,363,280,77.1,"2016–2022",16,4.4,363,359,358,352,319,316,298,278,278,272,245,243,228
USD:US:840200006:r0,"EIA Gasoline Production Change","Unclassified",USD,US,USDCHF,363,280,77.1,"2016–2022",16,4.4,363,360,360,354,322,319,300,278,278,272,246,244,229
USD:US:840200006:r0,"EIA Gasoline Production Change","Unclassified",USD,US,USDJPY,363,280,77.1,"2016–2022",16,4.4,363,359,358,353,320,317,300,278,278,273,246,244,230
USD:US:840200007:r0,"EIA Heating Oil Stocks Change","Unclassified",USD,US,AUDUSD,363,280,77.1,"2016–2022",16,4.4,363,359,358,352,319,316,298,278,278,272,245,243,228
USD:US:840200007:r0,"EIA Heating Oil Stocks Change","Unclassified",USD,US,EURUSD,363,280,77.1,"2016–2022",16,4.4,363,358,357,352,322,319,303,278,278,273,248,246,233
USD:US:840200007:r0,"EIA Heating Oil Stocks Change","Unclassified",USD,US,NZDUSD,363,280,77.1,"2016–2022",16,4.4,363,359,357,350,317,313,294,278,278,272,245,243,228
USD:US:840200007:r0,"EIA Heating Oil Stocks Change","Unclassified",USD,US,USDCAD,363,280,77.1,"2016–2022",16,4.4,363,359,358,352,319,316,298,278,278,272,245,243,228
USD:US:840200007:r0,"EIA Heating Oil Stocks Change","Unclassified",USD,US,USDCHF,363,280,77.1,"2016–2022",16,4.4,363,360,360,354,322,319,300,278,278,272,246,244,229
USD:US:840200007:r0,"EIA Heating Oil Stocks Change","Unclassified",USD,US,USDJPY,363,280,77.1,"2016–2022",16,4.4,363,359,358,353,320,317,300,278,278,273,246,244,230
USD:US:840200009:r0,"EIA Natural Gas Storage Change","Unclassified",USD,US,GBPUSD,417,281,67.4,"2015–2022",23,5.5,415,409,408,370,364,345,339,278,277,248,245,231,228
USD:US:840200001:r0,"EIA Crude Oil Stocks Change","Unclassified",USD,US,GBPUSD,416,280,67.3,"2015–2022",16,3.8,416,411,409,403,365,361,341,277,277,272,244,242,227
USD:US:840200005:r0,"EIA Distillates Stocks Change","Unclassified",USD,US,GBPUSD,416,280,67.3,"2015–2022",16,3.8,416,411,409,403,365,361,341,277,277,272,244,242,227
USD:US:840200008:r0,"EIA Gasoline Stocks Change","Unclassified",USD,US,GBPUSD,416,280,67.3,"2015–2022",16,3.8,416,411,409,403,365,361,341,277,277,272,244,242,227
USD:US:840200002:r0,"EIA Cushing Crude Oil Stocks Change","Unclassified",USD,US,GBPUSD,363,280,77.1,"2016–2022",16,4.4,363,358,357,352,318,315,297,277,277,272,244,242,227
USD:US:840200003:r0,"EIA Crude Oil Imports Change","International Trade",USD,US,GBPUSD,363,280,77.1,"2016–2022",16,4.4,363,358,357,352,318,315,297,277,277,272,244,242,227
USD:US:840200004:r0,"EIA Distillate Fuel Production Change","Unclassified",USD,US,GBPUSD,363,280,77.1,"2016–2022",16,4.4,363,358,357,352,318,315,297,277,277,272,244,242,227
USD:US:840200006:r0,"EIA Gasoline Production Change","Unclassified",USD,US,GBPUSD,363,280,77.1,"2016–2022",16,4.4,363,358,357,352,318,315,297,277,277,272,244,242,227
USD:US:840200007:r0,"EIA Heating Oil Stocks Change","Unclassified",USD,US,GBPUSD,363,280,77.1,"2016–2022",16,4.4,363,358,357,352,318,315,297,277,277,272,244,242,227
USD:US:840140003:r0,"Initial Jobless Claims 4-Week Average","Labor / Employment",USD,US,AUDUSD,417,281,67.4,"2015–2022",272,65.2,414,408,407,369,365,344,340,277,276,247,245,230,228
USD:US:840140003:r0,"Initial Jobless Claims 4-Week Average","Labor / Employment",USD,US,EURUSD,417,281,67.4,"2015–2022",272,65.2,414,407,406,372,368,349,345,277,276,250,248,235,233
USD:US:840140003:r0,"Initial Jobless Claims 4-Week Average","Labor / Employment",USD,US,NZDUSD,417,281,67.4,"2015–2022",272,65.2,413,407,406,367,362,340,335,277,276,247,245,230,228
USD:US:840140003:r0,"Initial Jobless Claims 4-Week Average","Labor / Employment",USD,US,USDCAD,417,281,67.4,"2015–2022",272,65.2,414,408,407,369,365,344,340,277,276,247,245,230,228
USD:US:840140003:r0,"Initial Jobless Claims 4-Week Average","Labor / Employment",USD,US,USDCHF,417,281,67.4,"2015–2022",272,65.2,413,408,407,369,365,342,338,277,276,248,246,231,229
USD:US:840140003:r0,"Initial Jobless Claims 4-Week Average","Labor / Employment",USD,US,USDJPY,417,281,67.4,"2015–2022",272,65.2,414,408,407,370,366,346,342,277,276,248,246,232,230
USD:US:840140003:r0,"Initial Jobless Claims 4-Week Average","Labor / Employment",USD,US,GBPUSD,417,281,67.4,"2015–2022",272,65.2,414,407,406,369,364,344,339,276,275,247,244,230,227
NZD:NZ:554050001:r0,"GDT Price Index","Inflation",NZD,NZ,AUDNZD,192,101,52.6,"2015–2022",7,3.6,192,173,173,173,167,164,152,89,89,89,86,85,77
NZD:NZ:554050001:r0,"GDT Price Index","Inflation",NZD,NZ,EURNZD,192,101,52.6,"2015–2022",7,3.6,192,173,173,173,166,161,150,89,89,89,85,83,76
NZD:NZ:554050001:r0,"GDT Price Index","Inflation",NZD,NZ,NZDUSD,192,101,52.6,"2015–2022",7,3.6,192,171,171,171,165,160,147,89,89,89,86,85,77
JPY:JP:392060014:r0,"BoJ Corporate Goods Price Index m/m","Inflation",JPY,JP,EURJPY,96,68,70.8,"2015–2022",0,0.0,96,95,95,92,88,87,82,68,68,65,63,63,59
JPY:JP:392060015:r0,"BoJ Corporate Goods Price Index y/y","Inflation",JPY,JP,EURJPY,96,68,70.8,"2015–2022",0,0.0,96,95,95,92,88,87,82,68,68,65,63,63,59
USD:US:840030005:r0,"CPI m/m","Inflation",USD,US,AUDUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030005:r0,"CPI m/m","Inflation",USD,US,EURUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030005:r0,"CPI m/m","Inflation",USD,US,GBPUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030005:r0,"CPI m/m","Inflation",USD,US,USDCAD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030005:r0,"CPI m/m","Inflation",USD,US,USDCHF,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,80,68,68,67,63,63,59
USD:US:840030005:r0,"CPI m/m","Inflation",USD,US,USDJPY,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030006:r0,"Core CPI m/m","Inflation",USD,US,AUDUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030006:r0,"Core CPI m/m","Inflation",USD,US,EURUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030006:r0,"Core CPI m/m","Inflation",USD,US,GBPUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030006:r0,"Core CPI m/m","Inflation",USD,US,USDCAD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030006:r0,"Core CPI m/m","Inflation",USD,US,USDCHF,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,80,68,68,67,63,63,59
USD:US:840030006:r0,"Core CPI m/m","Inflation",USD,US,USDJPY,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030007:r0,"CPI y/y","Inflation",USD,US,AUDUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030007:r0,"CPI y/y","Inflation",USD,US,EURUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030007:r0,"CPI y/y","Inflation",USD,US,GBPUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030007:r0,"CPI y/y","Inflation",USD,US,USDCAD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030007:r0,"CPI y/y","Inflation",USD,US,USDCHF,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,80,68,68,67,63,63,59
USD:US:840030007:r0,"CPI y/y","Inflation",USD,US,USDJPY,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030008:r0,"Core CPI y/y","Inflation",USD,US,AUDUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030008:r0,"Core CPI y/y","Inflation",USD,US,EURUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030008:r0,"Core CPI y/y","Inflation",USD,US,GBPUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030008:r0,"Core CPI y/y","Inflation",USD,US,USDCAD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030008:r0,"Core CPI y/y","Inflation",USD,US,USDCHF,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,80,68,68,67,63,63,59
USD:US:840030008:r0,"Core CPI y/y","Inflation",USD,US,USDJPY,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030009:r0,"CPI n.s.a.","Inflation",USD,US,AUDUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030009:r0,"CPI n.s.a.","Inflation",USD,US,EURUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030009:r0,"CPI n.s.a.","Inflation",USD,US,GBPUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030009:r0,"CPI n.s.a.","Inflation",USD,US,USDCAD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030009:r0,"CPI n.s.a.","Inflation",USD,US,USDCHF,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,80,68,68,67,63,63,59
USD:US:840030009:r0,"CPI n.s.a.","Inflation",USD,US,USDJPY,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030010:r0,"Core CPI","Inflation",USD,US,AUDUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030010:r0,"Core CPI","Inflation",USD,US,EURUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030010:r0,"Core CPI","Inflation",USD,US,GBPUSD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030010:r0,"Core CPI","Inflation",USD,US,USDCAD,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840030010:r0,"Core CPI","Inflation",USD,US,USDCHF,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,80,68,68,67,63,63,59
USD:US:840030010:r0,"Core CPI","Inflation",USD,US,USDJPY,96,68,70.8,"2015–2022",41,42.7,96,95,95,94,88,86,82,68,68,67,63,63,59
USD:US:840070001:r0,"Philadelphia Fed Manufacturing Index","Business Surveys / PMI",USD,US,AUDUSD,96,68,70.8,"2015–2022",78,81.3,96,96,96,87,83,79,79,68,68,62,60,56,56
USD:US:840070001:r0,"Philadelphia Fed Manufacturing Index","Business Surveys / PMI",USD,US,EURUSD,96,68,70.8,"2015–2022",78,81.3,96,96,96,87,83,79,79,68,68,62,60,56,56
USD:US:840070001:r0,"Philadelphia Fed Manufacturing Index","Business Surveys / PMI",USD,US,GBPUSD,96,68,70.8,"2015–2022",78,81.3,96,96,96,87,83,79,78,68,68,62,60,56,55
USD:US:840070001:r0,"Philadelphia Fed Manufacturing Index","Business Surveys / PMI",USD,US,NZDUSD,96,68,70.8,"2015–2022",78,81.3,96,96,96,87,83,79,79,68,68,62,60,56,56
USD:US:840070001:r0,"Philadelphia Fed Manufacturing Index","Business Surveys / PMI",USD,US,USDCAD,96,68,70.8,"2015–2022",78,81.3,96,96,96,87,83,79,79,68,68,62,60,56,56
USD:US:840070001:r0,"Philadelphia Fed Manufacturing Index","Business Surveys / PMI",USD,US,USDCHF,96,68,70.8,"2015–2022",78,81.3,95,95,95,86,83,78,77,68,68,62,60,56,56
USD:US:840070001:r0,"Philadelphia Fed Manufacturing Index","Business Surveys / PMI",USD,US,USDJPY,96,68,70.8,"2015–2022",78,81.3,96,96,96,87,83,79,79,68,68,62,60,56,56
JPY:JP:392060012:r0,"BoJ M2 Money Stock y/y","Unclassified",JPY,JP,EURJPY,96,68,70.8,"2015–2022",0,0.0,96,94,94,94,89,87,82,67,67,67,63,62,59
JPY:JP:392060014:r0,"BoJ Corporate Goods Price Index m/m","Inflation",JPY,JP,AUDJPY,96,68,70.8,"2015–2022",0,0.0,96,95,95,92,88,87,82,67,67,64,62,62,58
JPY:JP:392060014:r0,"BoJ Corporate Goods Price Index m/m","Inflation",JPY,JP,USDJPY,96,68,70.8,"2015–2022",0,0.0,96,94,94,91,87,86,81,67,67,64,62,62,58
JPY:JP:392060015:r0,"BoJ Corporate Goods Price Index y/y","Inflation",JPY,JP,AUDJPY,96,68,70.8,"2015–2022",0,0.0,96,95,95,92,88,87,82,67,67,64,62,62,58
JPY:JP:392060015:r0,"BoJ Corporate Goods Price Index y/y","Inflation",JPY,JP,USDJPY,96,68,70.8,"2015–2022",0,0.0,96,94,94,91,87,86,81,67,67,64,62,62,58
USD:US:840030005:r0,"CPI m/m","Inflation",USD,US,NZDUSD,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,81,67,67,66,62,62,58
USD:US:840030006:r0,"Core CPI m/m","Inflation",USD,US,NZDUSD,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,81,67,67,66,62,62,58
USD:US:840030007:r0,"CPI y/y","Inflation",USD,US,NZDUSD,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,81,67,67,66,62,62,58
USD:US:840030008:r0,"Core CPI y/y","Inflation",USD,US,NZDUSD,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,81,67,67,66,62,62,58
USD:US:840030009:r0,"CPI n.s.a.","Inflation",USD,US,NZDUSD,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,81,67,67,66,62,62,58
USD:US:840030010:r0,"Core CPI","Inflation",USD,US,NZDUSD,96,68,70.8,"2015–2022",41,42.7,95,94,94,93,87,85,81,67,67,66,62,62,58
USD:US:840180001:r0,"CB Leading Economic Index m/m","Unclassified",USD,US,AUDUSD,96,68,70.8,"2015–2022",30,31.3,94,93,93,85,81,77,77,67,67,61,58,55,55
USD:US:840180001:r0,"CB Leading Economic Index m/m","Unclassified",USD,US,EURUSD,96,68,70.8,"2015–2022",30,31.3,94,93,93,85,81,77,77,67,67,61,58,55,55
USD:US:840180001:r0,"CB Leading Economic Index m/m","Unclassified",USD,US,GBPUSD,96,68,70.8,"2015–2022",30,31.3,94,93,93,85,81,77,76,67,67,61,58,55,54
USD:US:840180001:r0,"CB Leading Economic Index m/m","Unclassified",USD,US,NZDUSD,96,68,70.8,"2015–2022",30,31.3,94,93,93,85,81,76,76,67,67,61,58,55,55
USD:US:840180001:r0,"CB Leading Economic Index m/m","Unclassified",USD,US,USDCAD,96,68,70.8,"2015–2022",30,31.3,94,93,93,85,81,77,77,67,67,61,58,55,55
USD:US:840180001:r0,"CB Leading Economic Index m/m","Unclassified",USD,US,USDCHF,96,68,70.8,"2015–2022",30,31.3,94,94,94,85,81,77,76,67,67,61,58,55,55
USD:US:840180001:r0,"CB Leading Economic Index m/m","Unclassified",USD,US,USDJPY,96,68,70.8,"2015–2022",30,31.3,94,93,93,85,81,77,77,67,67,61,58,55,55
EUR:EU:999030007:r0,"Industrial Production m/m","Production / Activity",EUR,EU,EURGBP,96,68,70.8,"2015–2022",7,7.3,96,95,94,91,87,87,80,67,66,65,63,63,58
